loss,factorization_time,params,iteration
0.7750988880781701,22.27403047700136,"{'model__doc_topic_prior': 1.5825346624918597, 'model__n_components': 15, 'model__topic_word_prior': 44.807092336044924, 'vectorizer__max_df': 0.9491173061920682, 'vectorizer__min_df': 0.021426257277136672, 'vectorizer__ngram_range': (1, 3)}",50
0.7683916211094007,17.6216514000007,"{'model__doc_topic_prior': 4.972247204611797, 'model__n_components': 19, 'model__topic_word_prior': 99.04518534114231, 'vectorizer__max_df': 0.9583166127657118, 'vectorizer__min_df': 0.017693700649320746, 'vectorizer__ngram_range': (1, 3)}",51
0.7763400008496353,18.44102436400135,"{'model__doc_topic_prior': 3.330723700026521, 'model__n_components': 16, 'model__topic_word_prior': 34.090087813334144, 'vectorizer__max_df': 0.9626248242322916, 'vectorizer__min_df': 0.022510061328417486, 'vectorizer__ngram_range': (1, 3)}",52
0.7740890098667143,22.33743088600022,"{'model__doc_topic_prior': 1.2181526340751898, 'model__n_components': 20, 'model__topic_word_prior': 27.607948178535143, 'vectorizer__max_df': 0.9645878687150258, 'vectorizer__min_df': 0.024540057862263247, 'vectorizer__ngram_range': (1, 3)}",53
0.7684242489305348,15.510424978001538,"{'model__doc_topic_prior': 78.25451896196334, 'model__n_components': 13, 'model__topic_word_prior': 80.19587049920642, 'vectorizer__max_df': 0.955280434254934, 'vectorizer__min_df': 0.020606104606308445, 'vectorizer__ngram_range': (1, 3)}",54
0.7744725891819956,18.458008950001386,"{'model__doc_topic_prior': 2.083353149160403, 'model__n_components': 30, 'model__topic_word_prior': 7.4200697490391825, 'vectorizer__max_df': 0.9544733928856924, 'vectorizer__min_df': 0.0325921599281032, 'vectorizer__ngram_range': (1, 3)}",55
0.7705823153374816,15.9606040150029,"{'model__doc_topic_prior': 36.42897229451551, 'model__n_components': 14, 'model__topic_word_prior': 11.422358241377394, 'vectorizer__max_df': 0.9567206636946465, 'vectorizer__min_df': 0.01832241309733739, 'vectorizer__ngram_range': (1, 3)}",56
0.7771754174707333,24.842292395002005,"{'model__doc_topic_prior': 1.00067457798399, 'model__n_components': 23, 'model__topic_word_prior': 49.55498594641079, 'vectorizer__max_df': 0.951779233646759, 'vectorizer__min_df': 0.019344357485171514, 'vectorizer__ngram_range': (1, 3)}",57
0.7714942850418391,17.028001752998534,"{'model__doc_topic_prior': 6.127168017992166, 'model__n_components': 18, 'model__topic_word_prior': 3.6201169160430657, 'vectorizer__max_df': 0.9509157149657507, 'vectorizer__min_df': 0.026759576736377272, 'vectorizer__ngram_range': (1, 3)}",58
0.7760898026370199,20.176450737999403,"{'model__doc_topic_prior': 1.835707191865441, 'model__n_components': 22, 'model__topic_word_prior': 19.137132419334826, 'vectorizer__max_df': 0.9579735398385045, 'vectorizer__min_df': 0.02056338827209731, 'vectorizer__ngram_range': (1, 3)}",59
0.776428279351362,18.098644235000393,"{'model__doc_topic_prior': 4.108936778625351, 'model__n_components': 28, 'model__topic_word_prior': 15.101390199804111, 'vectorizer__max_df': 0.9480380132310472, 'vectorizer__min_df': 0.016732348852298483, 'vectorizer__ngram_range': (1, 3)}",60
0.76847443362685,16.54641078699933,"{'model__doc_topic_prior': 13.763813378109916, 'model__n_components': 30, 'model__topic_word_prior': 38.95268838600761, 'vectorizer__max_df': 0.9532763571141041, 'vectorizer__min_df': 0.021925166825029277, 'vectorizer__ngram_range': (1, 3)}",61
0.7749795069342024,17.77098889899935,"{'model__doc_topic_prior': 2.6403814908138066, 'model__n_components': 25, 'model__topic_word_prior': 10.817620840387356, 'vectorizer__max_df': 0.954354431676422, 'vectorizer__min_df': 0.03358758860552724, 'vectorizer__ngram_range': (1, 3)}",62
0.7772896799914217,18.15626838499884,"{'model__doc_topic_prior': 3.3439761954757845, 'model__n_components': 29, 'model__topic_word_prior': 23.0435649927992, 'vectorizer__max_df': 0.94967398628951, 'vectorizer__min_df': 0.023956012709650486, 'vectorizer__ngram_range': (1, 3)}",63
0.7662169497605221,20.980323047999264,"{'model__doc_topic_prior': 1.5754410188638357, 'model__n_components': 26, 'model__topic_word_prior': 1.8969846268933748, 'vectorizer__max_df': 0.946445118121303, 'vectorizer__min_df': 0.019171377431683585, 'vectorizer__ngram_range': (1, 3)}",64
0.7680725127807895,16.089696241000638,"{'model__doc_topic_prior': 23.952415822862584, 'model__n_components': 24, 'model__topic_word_prior': 91.3019646279447, 'vectorizer__max_df': 0.9591435718422033, 'vectorizer__min_df': 0.025137065476816073, 'vectorizer__ngram_range': (1, 3)}",65
0.7773762440242344,21.55300595799781,"{'model__doc_topic_prior': 1.129502600385223, 'model__n_components': 30, 'model__topic_word_prior': 61.04238581224564, 'vectorizer__max_df': 0.9523049439553661, 'vectorizer__min_df': 0.020724589162842942, 'vectorizer__ngram_range': (1, 3)}",66
0.7768696196457621,20.92759946800288,"{'model__doc_topic_prior': 1.2385701240935982, 'model__n_components': 30, 'model__topic_word_prior': 62.692465997251496, 'vectorizer__max_df': 0.9523587051117479, 'vectorizer__min_df': 0.02097318555819759, 'vectorizer__ngram_range': (1, 3)}",67
0.7772550360110304,19.36561159700068,"{'model__doc_topic_prior': 1.827689519897699, 'model__n_components': 30, 'model__topic_word_prior': 49.28299264925905, 'vectorizer__max_df': 0.9504507845899589, 'vectorizer__min_df': 0.020071390616948022, 'vectorizer__ngram_range': (1, 3)}",68
0.7773018882929265,21.75432351999916,"{'model__doc_topic_prior': 1.13318423160906, 'model__n_components': 30, 'model__topic_word_prior': 28.624949148493677, 'vectorizer__max_df': 0.9513813629390512, 'vectorizer__min_df': 0.021783356504840354, 'vectorizer__ngram_range': (1, 3)}",69
0.7715437317078517,21.300847448997956,"{'model__doc_topic_prior': 2.352838665748722, 'model__n_components': 10, 'model__topic_word_prior': 43.30401691029127, 'vectorizer__max_df': 0.9532769476724827, 'vectorizer__min_df': 0.022740506835247653, 'vectorizer__ngram_range': (1, 3)}",70
0.7762860040905446,23.177941281999665,"{'model__doc_topic_prior': 1.4441912344394987, 'model__n_components': 17, 'model__topic_word_prior': 81.64764229965743, 'vectorizer__max_df': 0.9490098926948296, 'vectorizer__min_df': 0.017351054709542776, 'vectorizer__ngram_range': (1, 3)}",71
0.7774934327699611,23.18403695899906,"{'model__doc_topic_prior': 1.0100344984865741, 'model__n_components': 30, 'model__topic_word_prior': 36.000747731579814, 'vectorizer__max_df': 0.9552516003530686, 'vectorizer__min_df': 0.0182781849053944, 'vectorizer__ngram_range': (1, 3)}",72
0.7765879799899172,25.992676478002977,"{'model__doc_topic_prior': 1.0432545275811271, 'model__n_components': 21, 'model__topic_word_prior': 70.02275197518183, 'vectorizer__max_df': 0.9553868425249465, 'vectorizer__min_df': 0.015585958963975785, 'vectorizer__ngram_range': (1, 3)}",73
0.7745646711434967,20.47519451699918,"{'model__doc_topic_prior': 2.8313053069749303, 'model__n_components': 12, 'model__topic_word_prior': 32.29922473604296, 'vectorizer__max_df': 0.9521448824764069, 'vectorizer__min_df': 0.01817393243745399, 'vectorizer__ngram_range': (1, 3)}",74
0.7751011731989674,22.39219687500008,"{'model__doc_topic_prior': 1.9888172040168262, 'model__n_components': 13, 'model__topic_word_prior': 55.57459676344326, 'vectorizer__max_df': 0.9600058103623793, 'vectorizer__min_df': 0.01637302717907843, 'vectorizer__ngram_range': (1, 3)}",75
0.7734333306717276,28.489260664999165,"{'model__doc_topic_prior': 1.0028604922950684, 'model__n_components': 15, 'model__topic_word_prior': 89.28155511718882, 'vectorizer__max_df': 0.956516978606382, 'vectorizer__min_df': 0.019976476830245986, 'vectorizer__ngram_range': (1, 3)}",76
0.7538092957334964,30.185295613999187,"{'model__doc_topic_prior': 1.3023151116827458, 'model__n_components': 11, 'model__topic_word_prior': 14.517000368433118, 'vectorizer__max_df': 0.9558538288101527, 'vectorizer__min_df': 0.017024994472400832, 'vectorizer__ngram_range': (1, 3)}",77
0.77703547232127,17.421305250998557,"{'model__doc_topic_prior': 4.491617237806347, 'model__n_components': 30, 'model__topic_word_prior': 36.1605861573953, 'vectorizer__max_df': 0.954991413081589, 'vectorizer__min_df': 0.023140629662668367, 'vectorizer__ngram_range': (1, 3)}",78
0.7728891876974104,23.370732678999047,"{'model__doc_topic_prior': 1.6985089788679544, 'model__n_components': 14, 'model__topic_word_prior': 19.050920425849334, 'vectorizer__max_df': 0.9528724301405271, 'vectorizer__min_df': 0.019116052648883136, 'vectorizer__ngram_range': (1, 3)}",79
0.775163380492868,25.466636943001504,"{'model__doc_topic_prior': 1.1335494088222622, 'model__n_components': 20, 'model__topic_word_prior': 41.246613898532, 'vectorizer__max_df': 0.9503483972138975, 'vectorizer__min_df': 0.0150379201019076, 'vectorizer__ngram_range': (1, 3)}",80
0.7769413994624391,17.93690021799921,"{'model__doc_topic_prior': 3.141213238674686, 'model__n_components': 27, 'model__topic_word_prior': 53.985089914154, 'vectorizer__max_df': 0.9474110474875752, 'vectorizer__min_df': 0.022390616873794025, 'vectorizer__ngram_range': (1, 3)}",81
0.7766258361176125,18.148005130002275,"{'model__doc_topic_prior': 2.5009765158609216, 'model__n_components': 19, 'model__topic_word_prior': 66.12618362173836, 'vectorizer__max_df': 0.954201898324792, 'vectorizer__min_df': 0.029094317829513185, 'vectorizer__ngram_range': (1, 3)}",82
0.7754518315135177,18.607686512001237,"{'model__doc_topic_prior': 3.7911217335973304, 'model__n_components': 16, 'model__topic_word_prior': 30.248241862898205, 'vectorizer__max_df': 0.9511966799916295, 'vectorizer__min_df': 0.01790703471493475, 'vectorizer__ngram_range': (1, 3)}",83
0.7680725127807897,17.081547343001148,"{'model__doc_topic_prior': 5.93664565243379, 'model__n_components': 30, 'model__topic_word_prior': 99.90077971696196, 'vectorizer__max_df': 0.9571623943554114, 'vectorizer__min_df': 0.023705331377283773, 'vectorizer__ngram_range': (1, 3)}",84
0.7731525175643857,17.0359850140012,"{'model__doc_topic_prior': 8.702445079722974, 'model__n_components': 18, 'model__topic_word_prior': 5.32837125034862, 'vectorizer__max_df': 0.9619024977557153, 'vectorizer__min_df': 0.019542105075756936, 'vectorizer__ngram_range': (1, 3)}",85
0.7680725127807897,16.981761651000852,"{'model__doc_topic_prior': 10.777864064292249, 'model__n_components': 23, 'model__topic_word_prior': 73.75933237141682, 'vectorizer__max_df': 0.9487543761132624, 'vectorizer__min_df': 0.015482225341387235, 'vectorizer__ngram_range': (1, 3)}",86
0.7751065638442927,22.377984612001455,"{'model__doc_topic_prior': 1.3621257118641932, 'model__n_components': 22, 'model__topic_word_prior': 22.489952030552463, 'vectorizer__max_df': 0.9578606475429748, 'vectorizer__min_df': 0.01868922265773075, 'vectorizer__ngram_range': (1, 3)}",87
0.7754482616002283,17.058120760000747,"{'model__doc_topic_prior': 6.957327866824951, 'model__n_components': 28, 'model__topic_word_prior': 8.009868483850584, 'vectorizer__max_df': 0.9526052325629947, 'vectorizer__min_df': 0.02125907802503607, 'vectorizer__ngram_range': (1, 3)}",88
0.7770583207675318,18.30484837699987,"{'model__doc_topic_prior': 2.1637559819334684, 'model__n_components': 29, 'model__topic_word_prior': 47.18473256145842, 'vectorizer__max_df': 0.9533824954714029, 'vectorizer__min_df': 0.02739701894557391, 'vectorizer__ngram_range': (1, 3)}",89
0.7766304843618822,20.24287053500302,"{'model__doc_topic_prior': 1.700195120999431, 'model__n_components': 30, 'model__topic_word_prior': 36.06406680752206, 'vectorizer__max_df': 0.9547762991570884, 'vectorizer__min_df': 0.016213998121545253, 'vectorizer__ngram_range': (1, 3)}",90
0.7680725127807895,15.722431563997816,"{'model__doc_topic_prior': 58.84571206816185, 'model__n_components': 25, 'model__topic_word_prior': 60.12670662153781, 'vectorizer__max_df': 0.9495058704911904, 'vectorizer__min_df': 0.026363844618404367, 'vectorizer__ngram_range': (1, 3)}",91
0.7680725127807896,17.420165773000917,"{'model__doc_topic_prior': 4.554852235317544, 'model__n_components': 26, 'model__topic_word_prior': 86.66899256223216, 'vectorizer__max_df': 0.9458804876688066, 'vectorizer__min_df': 0.020825738387612334, 'vectorizer__ngram_range': (1, 3)}",92
0.777108511861376,21.198759933002293,"{'model__doc_topic_prior': 1.2024552806507254, 'model__n_components': 30, 'model__topic_word_prior': 24.955917160944715, 'vectorizer__max_df': 0.9568876595984032, 'vectorizer__min_df': 0.021683046060353012, 'vectorizer__ngram_range': (1, 3)}",93
0.7648525702092008,27.113567683998554,"{'model__doc_topic_prior': 1.5064744408227813, 'model__n_components': 10, 'model__topic_word_prior': 18.49508207800013, 'vectorizer__max_df': 0.9478211819838519, 'vectorizer__min_df': 0.020460048304478586, 'vectorizer__ngram_range': (1, 3)}",94
0.7680725127807895,16.44796036000116,"{'model__doc_topic_prior': 19.699243969268466, 'model__n_components': 24, 'model__topic_word_prior': 52.34163134807707, 'vectorizer__max_df': 0.9587440817527552, 'vectorizer__min_df': 0.01731234377509349, 'vectorizer__ngram_range': (1, 3)}",95
0.7680725127807895,15.78328668299946,"{'model__doc_topic_prior': 38.29060635141523, 'model__n_components': 17, 'model__topic_word_prior': 77.91174699464257, 'vectorizer__max_df': 0.9557073259156039, 'vectorizer__min_df': 0.024327951597454465, 'vectorizer__ngram_range': (1, 3)}",96
0.7680522917696069,15.73287037600312,"{'model__doc_topic_prior': 29.008571875308586, 'model__n_components': 15, 'model__topic_word_prior': 41.56579697309424, 'vectorizer__max_df': 0.9468315228440324, 'vectorizer__min_df': 0.025514334861568958, 'vectorizer__ngram_range': (1, 3)}",97
0.7704537638140285,15.97657233100108,"{'model__doc_topic_prior': 13.348295227518589, 'model__n_components': 21, 'model__topic_word_prior': 14.173721397954385, 'vectorizer__max_df': 0.9516170204530622, 'vectorizer__min_df': 0.03180992107609287, 'vectorizer__ngram_range': (1, 3)}",98
0.7684086475489532,16.10065828000006,"{'model__doc_topic_prior': 90.16615991899715, 'model__n_components': 30, 'model__topic_word_prior': 12.140927061797854, 'vectorizer__max_df': 0.9604221656150045, 'vectorizer__min_df': 0.01806460161932814, 'vectorizer__ngram_range': (1, 3)}",99
0.7674844715408288,15.998349681001855,"{'model__doc_topic_prior': 15.475034561893688, 'model__n_components': 12, 'model__topic_word_prior': 2.332984347475592, 'vectorizer__max_df': 0.9508185955217897, 'vectorizer__min_df': 0.03065411728737049, 'vectorizer__ngram_range': (1, 3)}",100
